word,2009_freq,2010_freq,2011_freq,2012_freq,2013_freq,2014_freq,2015_freq,2016_freq,2017_freq,2018_freq
psychomet,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
perancang,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
denviron,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
poweroptim,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hd,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
cauchy,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
npspec,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
powerperform,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
imsuit,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gotch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
conscrib,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kraft,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
superpixel,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0
seep,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unitdemand,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
lzo,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dtds,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
voxelw,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
haystack,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
knownplaintext,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bombay,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
scaffold,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
fli,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
distributedantenn,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
structboost,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
interquartil,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dmri,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
reta,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
vdd,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hspice,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ttest,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3color,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ofdmalt,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
log2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
gatehold,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
schur,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
tcloud,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sdnlike,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
proximitypreserv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
userrel,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
monograph,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nonstronglyconvex,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
elsevy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ramefficy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cosr,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
shouldersurf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
situationaw,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
nilpot,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
oesp,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stcs,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
autosynch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
superellipt,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
imagefus,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
apeelev,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
minimumlink,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
sdps,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
twenty-eight,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0
msa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
avitext,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
subfram,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rematch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cea,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kalmanlik,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bilipschitz,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fifty,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
snapshot,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0
pfr,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
leaky,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0
eud,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
minimumweight,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
odds,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
blist,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
boundedcho,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
topepsilon,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dualpivot,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2adic,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
pseik,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
edward,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
juic,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bloch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
labelrankt,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
shannontheoret,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
arthurmerlin,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
suhramchandr,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
finitepop,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
vectorspac,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
cinematograph,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
crtvss,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
marath,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
federico,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
joux,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pq,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
chilen,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
learnednorm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
n5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pathw,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bearingon,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
lowresolv,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0
crossrecur,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
extort,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
hopset,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
celldivid,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dgeq,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
montgomery,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
errorb,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
binpack,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
kd,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
onot,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
constantdep,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bioscy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
espoon,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
piano,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0
2club,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
v20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
smmimo,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
joingraph,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
polarizationmultiplex,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
antagon,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
singleparamet,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
databaseassist,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
speedread,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
celllevel,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lemkever,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cunningham,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
subaddit,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
verilog,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
logvolum,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sandwich,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
sometim,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
griesm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
vega,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
mobilityondemand,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
heron,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
singlecommod,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gadt,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
likelihoodweight,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
circumstantialevid,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
realcod,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
eigh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
interlay,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0
_qumathbb,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bigdatabench,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
biform,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
pathfollow,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
oram,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
churn,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
prooftool,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
importanceaw,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pseudoproject,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bittorrentlik,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
forty-one,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
relaysid,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
geir,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
slash,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
swmath,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sociaux,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
pychomet,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
impov,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ink,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
holomorph,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
rollov,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ecc,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
trist,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
f4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bitst,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
multisend,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
multidisord,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sis,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0
ncvv1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
winmov,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ksubmodul,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
d2clustering,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
energt,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sarf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
batchmod,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
qemucpc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lstd,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
micromeas,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
synops,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
jml,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
finiteprecid,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ny,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
contentflow,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
noneuclid,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
iqcconstrain,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dejavu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
permutahedron,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
malar,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
forestofoct,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
nemesy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rwartosc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
zahir,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gostlik,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
sprays,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
almostlineartim,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
rssd,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
vanill,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
aggregatemax,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bottomless,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nfc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
desmallworld,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kaczmarz,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
conditionnumb,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
grm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
maxsinr,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
flipflop,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
aos,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
homework,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tauconject,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
micropubl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rosenbloomtsfasm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
coclon,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
odometry,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,6.0,6.0
5tm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
inim,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
technoeconom,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
mors,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
tiebreak,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
spirit,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
threadparallel,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
selfexcit,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
multiindex,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
woodtouch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
deltasigm,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
wadg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
uwsn,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bust,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
modeless,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
regeneratingcod,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fca,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
silentsens,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lti,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0
taskspac,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
singletap,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
asyougo,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
multisid,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
btest,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
multiproject,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
domainofattract,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lvcsr,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
7input,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
epistemolog,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
cartil,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
touchscreen,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
c2ms,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
datamin,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
tawnyowl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
taught,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
dbns,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cmso,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
allsymbol,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
threefold,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
flou,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
semiloc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ingenier,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
indextun,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
european,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nonidempot,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
krylov,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0
dbpl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fortun,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cyan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
visibilit,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
manyclaw,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
repertoir,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
matrixmonoton,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nliz,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
boundedr,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
gbm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
waveabsorb,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
explotac,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
broadcastsuperposit,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
twoedg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
finitevolum,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
fisc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
disappoint,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10point,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
farthestpoint,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
vcm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kl,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
mixedtimesc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
equalsumproduc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2trees,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
complez,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
overdetermin,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
superaddit,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
portrait,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0
structurepreserving,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
neurodeg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rrf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hypervolum,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
personalitytyp,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dfs,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0
empiricalbay,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
archetyp,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
inhom,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
sequencetag,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
osekvdx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
deict,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2stage,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
drawn,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
cht,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
peps,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nplayer,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
aomp,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nystroom,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gleichungssystem,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dipoleload,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unsubstitut,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mincosthom,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
